id	f0	f1	y
4772	36	21	0
4773	48	72	1
4774	94	19	0
4775	76	82	0
4776	76	42	0
4777	89	99	0
4778	22	4	0
4779	12	86	0
4780	43	40	1
4781	88	79	0
4782	47	10	0
4783	66	86	0
4784	74	29	1
4785	30	70	1
4786	44	28	1
4787	82	90	0
4788	37	35	1
4789	17	12	0
4790	42	49	1
4791	63	66	1
4792	12	38	0
4793	7	5	0
4794	20	77	0
4795	0	92	0
4796	41	77	0
4797	43	34	1
4798	57	43	1
4799	22	35	0
4800	64	37	1
4801	25	30	0
4802	73	75	0
4803	16	28	0
4804	28	44	1
4805	89	26	0
4806	64	70	1
4807	51	62	1
4808	9	39	0
4809	91	27	0
4810	17	8	0
4811	32	7	0
4812	58	86	0
4813	60	77	0
4814	9	94	0
4815	62	59	1
4816	46	50	1
4817	30	49	1
4818	48	64	1
4819	92	85	0
4820	97	34	0
4821	20	20	0
4822	47	69	1
4823	9	29	0
4824	62	91	0
4825	30	59	1
4826	33	65	1
4827	61	0	0
4828	8	75	0
4829	84	9	0
4830	76	40	0
4831	74	1	0
4832	65	90	0
4833	88	53	0
4834	81	6	0
4835	25	88	0
4836	99	56	0
4837	94	13	0
4838	98	12	0
4839	79	46	0
4840	56	6	0
4841	99	53	0
4842	84	52	0
4843	74	63	1
4844	25	24	0
4845	35	14	0
4846	47	50	1
4847	69	83	0
4848	54	28	1
4849	82	30	0
4850	65	61	1
4851	38	45	1
4852	14	72	0
4853	59	12	0
4854	88	30	0
4855	58	5	0
4856	75	86	0
4857	20	41	0
4858	12	80	0
4859	97	20	0
4860	56	76	0
4861	86	72	0
4862	91	89	0
4863	17	70	0
4864	25	17	0
4865	86	89	0
4866	17	38	0
4867	17	35	0
4868	98	64	0
4869	85	35	0
4870	63	0	0
4871	86	89	0
4872	20	43	0
4873	50	55	1
4874	39	84	0
4875	58	3	0
4876	42	5	0
4877	46	79	0
4878	32	6	0
4879	14	61	0
4880	80	11	0
4881	48	98	0
4882	26	0	0
4883	61	38	1
4884	82	57	0
4885	9	5	0
4886	70	100	0
4887	29	56	1
4888	32	25	0
4889	0	97	0
4890	29	79	0
4891	95	12	0
4892	4	18	0
4893	72	76	0
4894	4	97	0
4895	14	56	0
4896	59	65	1
4897	5	11	0
4898	75	43	0
4899	26	0	0
4900	45	33	1
4901	47	77	0
4902	46	1	0
4903	81	68	0
4904	25	1	0
4905	59	60	1
4906	33	90	0
4907	31	24	0
4908	11	5	0
4909	68	64	1
4910	80	14	0
4911	73	17	0
4912	76	91	0
4913	81	17	0
4914	12	31	0
4915	83	30	0
4916	83	93	0
4917	96	30	0
4918	15	32	0
4919	1	48	0
4920	90	57	0
4921	69	57	1
4922	98	68	0
4923	16	0	0
4924	84	45	0
4925	97	65	0
4926	64	34	1
4927	3	100	0
4928	35	75	0
4929	56	70	1
4930	84	42	0
4931	65	88	0
4932	42	73	1
4933	96	29	0
4934	19	46	0
4935	84	98	0
4936	65	32	1
4937	57	85	0
4938	78	72	0
4939	85	52	0
4940	73	60	1
4941	41	78	0
4942	26	57	1
4943	23	34	0
4944	16	51	0
4945	66	92	0
4946	11	40	0
4947	56	8	0
4948	70	4	0
4949	4	37	0
4950	33	43	1
4951	99	98	0
4952	69	45	1
4953	83	100	0
4954	7	7	0
4955	50	96	0
4956	16	67	0
4957	55	100	0
4958	37	90	0
4959	92	55	0
4960	99	32	0
4961	10	8	0
4962	86	5	0
4963	57	57	1
4964	43	31	1
4965	59	68	1
4966	55	5	0
4967	74	48	1
4968	5	72	0
4969	16	29	0
4970	10	1	0
4971	59	84	0
4972	62	67	1
4973	5	22	0
4974	8	30	0
4975	7	32	0
4976	6	21	0
4977	16	27	0
4978	28	51	1
4979	5	76	0
4980	31	9	0
4981	13	90	0
4982	32	97	0
4983	75	53	0
4984	1	63	0
4985	99	86	0
4986	83	8	0
4987	0	51	0
4988	25	59	0
4989	6	60	0
4990	16	95	0
4991	54	22	0
4992	13	9	0
4993	3	75	0
4994	90	4	0
4995	43	56	1
4996	47	41	1
4997	38	86	0
4998	22	98	0
4999	66	82	0
